Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Argentina,ARG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.78900003433228,4.41900014877319,3.77500009536743,3.77099990844727,4.01399993896484,3.97199988365173,4.09499979019165,4.46500015258789,4.58099985122681,4.45300006866455,4.50799989700317,4.47800016403198,3.96499991416931,3.86199998855591,3.4760000705719,3.58899998664856,3.7039999961853,3.83400011062622,3.91100001335144,3.90700006484985
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,275544288842.814,260811643580.081,152402040124.724,139193101197.153,129809211585.293,165719405446.532,215445097642.32,258429317135.467,307363845739.273,315586430025.773,378241273935.818,442037545215.98,496046283909.912,543285805981.272,526784533342.356,543279945585.475,532589675300.734,577966910660.886,551170581779.708,..
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,7470,7000,4040,3650,3370,4260,5480,6510,7670,7800,9270,10710,11890,12870,12350,12600,12220,13120,12390,..
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.58031,4.83374,4.01734,3.53505,3.48652,3.86001,4.12821,4.4626,4.84441,5.53105,5.01971,5.29063,5.34583,5.43661,5.36144,5.77611,5.54549,5.46223,..,..
Argentina,ARG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.1,..,..,..,..,4,..,..,..,..,4.5,4.5,4.7,4.9,5,..,..,..,..,..
Argentina,ARG,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,37,35,35,33,34,31,28,30,26,22,21,27,24,24,25,26,27,27,27,..
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.0386830862178,9.78080728532407,10.8821243775325,11.9136965509954,16.0366841054923,17.7205833696065,20.9272021035896,25.9466329403819,28.1126234799907,34,45,51,55.8,59.9,64.7,68.0430641088122,70.96898082,74.29490687,..,..
Argentina,ARG,"International tourism, number of arrivals",ST.INT.ARVL,2909000,2620000,2820000,2995000,3457000,3823000,4173000,4562000,4700000,4308000,6800000,6703000,6497000,6510000,7165000,6816000,6668000,6711000,6942000,..
Argentina,ARG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,689900000,..,67000000,..,34650000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.576,73.755,73.932,74.107,74.28,74.451,74.62,74.787,74.952,75.116,75.278,75.439,75.598,75.756,75.913,76.068,76.221,76.372,76.52,..
Argentina,ARG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,0.4453,..,..,0.4854,..,..,..,..,..,..,..,..,4.2463,..,..,2.5821,2.5996,..,..
Argentina,ARG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.4621942026895,28.1979373559985,27.9713529220738,27.7595637540017,27.5332373202391,27.2800113727608,27.0657012475325,26.8048884325651,26.5223317471787,26.2589696144445,26.0359584535822,25.822269817645,25.6518565976795,25.5099662219408,25.3681294857948,25.2111645305991,25.0794558115824,24.9267703815041,24.7609338351238,..
Argentina,ARG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.72863692874253,9.78162367220297,9.81521319512,9.8382876143133,9.86149527491083,9.89137846155128,9.94200847353102,9.99532434682284,10.053879525431,10.1196958075121,10.1950246568397,10.2970075386309,10.4010145228393,10.5073415674413,10.6164006618491,10.728815712424,10.8599775767747,10.9897071133897,11.1177888760774,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,13.4727671018639,13.620706766203,13.7690966094077,13.9174944915208,14.0651560827131,14.211668475421,14.3567148635761,14.5008367772747,14.6454877973026,14.7926100508278,14.904301546759,15.0771515955406,15.2495426957383,15.421160233713,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267,16.2585100979651,..
Argentina,ARG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,42.9668154357541,42.9638118737668,43.0249482315696,43.1288435467168,43.2411179141458,43.3605633887557,43.4903615633523,43.6279465214136,43.7696655901573,43.9073712018056,44.1555530434067,44.0532927918987,43.8753602611212,43.7055621842415,43.5459309342739,43.3967164863294,43.2579876361677,43.1279998000218,43.0081024392632,..
Argentina,ARG,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Rural population (% of total population),SP.RUR.TOTL.ZS,10.858,10.671,10.49,10.314,10.14,9.96899999999999,9.8,9.634,9.47,9.309,9.151,9.01000000000001,8.879,8.751,8.623,8.497,8.373,8.251,8.13,..
Argentina,ARG,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,41.4,..,..,..,..,33.7,..,..,..,..,27.5,26.3,25.4,24.4,23.5,22.5,21.8,..,..,..
Argentina,ARG,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,..
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.142,89.329,89.51,89.686,89.86,90.031,90.2,90.366,90.53,90.691,90.849,90.99,91.121,91.249,91.377,91.503,91.627,91.749,91.87,..
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Australia,AUS,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,17053.4276671066,15432.9805777095,15966.4650573932,18701.8231277535,24129.2258614145,26330.9238842814,27633.4631219053,30910.8019656172,37434.142020741,33071.5908713247,40009.4912851245,47826.0997775902,52858.4914908532,53239.2234995537,48104.0874215901,44138.4174555974,38730.204956193,41849.0668664999,43346.0145145518,..
Australia,AUS,"Air transport, passengers carried",IS.AIR.PSGR,32577569,33477398,39021581,41386432,41596552,44657324,46951775,48728837,51488427,50026967,60640913,63360310.3377656,66355274,68197955,68123237.6693167,69779346,72446421,74257326,75667645.0347507,..
Australia,AUS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,534,..,..,..,..,534,..,..,..,..,534,..,534,..,..,..,..,..
Australia,AUS,"Children out of school, primary",SE.PRM.UNER,104354,32273,31396,47806,39973,25452,21617,18579,16931,13008,9666,44871,39575,1212,1742,1861,955,7031,..,..
Australia,AUS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,0.197,..,..,..,..,0.049,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,99.4,..,..,..,..,99.1,..,..,100,..,..,..,..,..,100,..,..,..
Australia,AUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1632.42761230469,1558.18737792969,1763.74072265625,2240.9521484375,2757.6318359375,3004.11474609375,3177.46069335938,3794.25170898438,4088.77807617188,3997.537109375,4952.77734375,5876.86572265625,6047.0576171875,5838.41357421875,5637.56689453125,4887.80078125,4999.810546875,5331.81787109375,..,..
Australia,AUS,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,516.179809570313,502.415557861328,553.3525390625,715.982543945313,872.931945800781,949.236450195313,1007.03295898438,1164.53100585938,1267.55847167969,1227.40283203125,1553.35876464844,1809.30859375,1963.1220703125,1894.44885253906,1840.21142578125,1553.92846679688,1570.20178222656,1657.51025390625,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10193.9121808594,10636.3776850564,10813.1227291694,10434.8743930758,10554.8158232062,10458.4501931865,10490.48454191,10972.8917398068,10749.1105547503,10791.5930978208,10726.9281831902,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..
Australia,AUS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,7.5460000038147,7.80399990081787,7.63299989700317,7.47100019454956,7.43300008773804,7.46400022506714,7.18599987030029,6.80700016021729,6.86199998855591,6.78599977493286,6.83199977874756,6.51100015640259,6.36199998855591,6.31400012969971,6.29500007629395,6.20499992370605,6.18699979782104,6.15999984741211,5.81400012969971,5.75299978256226
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,404481547433.06,390486261751.977,392786328003.875,420106615186.496,512803689082.111,618102647494.623,705507790295.434,776910677015.828,899523264805.515,955474917195.734,1027320355910.53,1124159993469.48,1368690222559.22,1526863169742.69,1529420995443.4,1440831884837.11,1309758713566.01,1269429377797.39,1330436971362.72,..
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,21120,20110,19990,21120,25480,30310,34090,37300,42330,44050,46630,50320,60210,66020,65150,60500,54140,51600,53250,..
Australia,AUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.89147,..,..,..,..,4.9103,4.7502,4.66089,4.63776,5.08582,5.55006,5.07451,4.869,5.22974,5.16477,5.31196,5.27163,..,..,..
Australia,AUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.8000001907,7.5999999046,4,..,3.9,4,3.97,..,..,3.8,3.9,3.8,..,..,3.8,..,..,..,..,..
Australia,AUS,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,6.3,5.9,6,5.6,6.2,6,6.5,6.2,6.5,6.8,6.5,6.3,6.6,6.2,6.5,6,6.5,6.7,6.6,..
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,46.7561156116738,52.6892664310395,..,..,..,63,66,69.45,71.67,74.25,76,79.4876977139029,79,83.453497167,84,84.560519347399,86.54,86.54504885,..,..
Australia,AUS,"International tourism, number of arrivals",ST.INT.ARVL,4931000,4856000,4841000,4746000,5215000,5499000,5532000,5644000,5586000,5490000,5790000,5771000,6032000,6482000,6922000,7449000,8269000,8815000,9246000,..
Australia,AUS,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.2341463414634,79.6341463414634,79.9365853658537,80.2390243902439,80.490243902439,80.8414634146341,81.0414634146342,81.2926829268293,81.3951219512195,81.5439024390244,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,..
Australia,AUS,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,9.7484,..,..,..,9.7628,10.797,10.1586,10.2627,10.7496,10.4017,10.8124,10.1433,11.9398,12.1107,12.2016,12.4053,12.5508,..,..
Australia,AUS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.8824232360373,20.656789550767,20.4360125533416,20.219906415386,20.0089800378266,19.8147536937757,19.5903032319069,19.4006132238024,19.2575224722793,19.1428280208439,19.0323362392206,19.0358630297336,18.9858709074959,18.920548100954,18.8832384093454,18.8873399028652,18.9523083816846,19.0650374095674,19.1906170385658,..
Australia,AUS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,12.3236737663423,12.4153046220326,12.5159215576963,12.6268907427709,12.7455821780354,12.8711244718399,12.9265995927274,12.9819293467348,13.0587388634746,13.1856542072768,13.3765558056607,13.6303082070145,13.9302883502879,14.2526570621872,14.5653171853498,14.8546106880091,15.1411186020755,15.4040208878559,15.6564752275591,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.49313356677037,2.52697759785481,2.55800997097223,2.58977129245148,2.61997058172683,2.65477786600367,2.69423219608711,2.71111516082423,2.76599455892116,2.82359449643987,2.86785858401781,2.90798641031983,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19836141871706,3.24787091037205,..
Australia,AUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,58.8963974312118,58.2421882243857,58.2718177839747,58.2954351257074,58.3654669753669,58.3416606193736,58.2312650075611,59.0291104111852,59.0211396193739,58.9776366075504,59.2358346477243,59.5951776954224,59.6872496119707,59.792264216444,60.0378919704413,60.3172951623478,60.5264531834214,60.6631246580543,60.8916182277904,..
Australia,AUS,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,1265,1240,1379,1347,1340,1290,1309.037933,1434.43885,1525.96470244,1545.86629027,1499.93653604606,..,..,..,..,..,..,..,..,..
Australia,AUS,Rural population (% of total population),SP.RUR.TOTL.ZS,15.765,15.9,15.778,15.657,15.537,15.418,15.3,15.178,15.057,14.937,14.818,14.7,14.598,14.498,14.398,14.299,14.2,14.096,13.988,..
Australia,AUS,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,24.5,..,..,..,..,20.9,..,..,..,..,17.8,17.2,16.7,16.2,15.7,15.2,14.7,..,..,..
Australia,AUS,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,..
Australia,AUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.235,84.1,84.222,84.343,84.463,84.582,84.7,84.822,84.943,85.063,85.182,85.3,85.402,85.502,85.602,85.701,85.8,85.904,86.012,..
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.4127731323242,96.016528,96.652996,96.980098,96.765107,97.093513,97.594314,98.125382,98.526625,98.856938,98.9767379760742,99.328691,99.519494,99.575151,99.650247,99.710902,99.7,100,100,..
Brazil,BRA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,46.6679006183766,..,..,47.5382875354624,..,48.0808206957004,46.5212209339476,..,..,48.3650297879814,..,..,..,..
Brazil,BRA,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,9.42544500233656,..,8.30441828272541,9.09803054162119,..,..,17.2683792834211,..,..,..,..
Brazil,BRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3153.76916041645,2645.46445371149,2357.22596597665,2565.350266668,3016.67363122285,3967.94312521503,4889.84414913112,6098.59203763834,7268.31173381072,7271.82949898035,9340.5587479952,10982.9636097058,10298.3776264495,10403.6504426256,10190.0813571993,7483.81205063898,7393.75079691154,8414.84986840944,7480.59094154594,..
Brazil,BRA,"Air transport, passengers carried",IS.AIR.PSGR,31287784,34285574,35889538,32372040,35263795,37661733,40945038,45286990,58763225,67945578,74627064,87860363,94752568,95591641,100403628,102039359,94142377,96395709,102109977,..
Brazil,BRA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,1761,..,..,..,..,1761,..,..,..,..,1761,..,1761,..,..,..,..,..
Brazil,BRA,"Children out of school, primary",SE.PRM.UNER,..,..,..,182506,626699,75560,..,807818,..,314651,..,489316,..,..,..,..,..,54096,..,..
Brazil,BRA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,85.8,..,..,..,..,..,..,93,..,93,..,..,..,..,99,..,..,..
Brazil,BRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,311.652679443359,269.346771240234,246.106033325195,250.510757446289,294.357666015625,383.304595947266,483.428283691406,599.858459472656,704.013244628906,718.029541015625,891.76416015625,1025.49035644531,950.929504394531,974.498718261719,1009.82867431641,776.15283203125,795.661560058594,928.79931640625,..,..
Brazil,BRA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,180.902694702148,157.910263061523,141.011779785156,142.656478881836,167.192398071289,223.470809936523,275.39208984375,344.512664794922,395.676086425781,399.853759765625,488.087524414063,565.678527832031,537.404724121094,539.995056152344,563.577819824219,442.466522216797,453.257720947266,539.207275390625,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1897.35313747888,1747.93960140896,1806.66971449756,1882.26400762918,1956.15935940865,2015.79992356084,2072.36264721709,2167.60658365478,2229.84529915118,2197.12554728151,2374.11665262872,2430.8033959668,2501.47405281669,2568.82970799499,2619.96061573831,..,..,..,..,..
Brazil,BRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.36499977111816,4.38299989700317,4.40700006484985,4.34200000762939,4.24100017547607,4.38700008392334,4.60900020599365,3.86999988555908,4.6230001449585,4.41900014877319,3.92400002479553,3.47199988365173,3.98499989509583,4.11999988555908,4.12200021743774,4.38199996948242,4.36899995803833,4.71999979019165,4.85200023651123,4.80299997329712
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,687360261722.071,593608679520.33,555587833685.46,542636019083.71,615417800633.269,743965964942.594,912940405431.438,1177503044167.77,1462676824719.49,1614015615291.7,1887920101671.44,2188989722562.72,2453821974856.44,2571096779327.01,2456973659048.14,2084231874786.18,1839984300138.5,1808309847372.21,1902286218698.39,..
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3930,3350,3090,2980,3340,4000,4850,6190,7620,8320,9650,11080,12310,12790,12120,10190,8920,8700,9080,..
Brazil,BRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.94893,3.84468,3.75037,..,3.97448,4.47908,4.8706,4.97426,5.26884,5.46355,5.6488,5.73741,5.8551,5.83885,5.94848,6.24106,..,..,..,..
Brazil,BRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.6,..,..,2.4,..,..,..,2.4,2.4,2.3,2.3,2.3,2.2,..,..,..,..,..
Brazil,BRA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,51,48,52,53,54,50,46,46,46,45,44,44,44,44,43,43,43,44,45,..
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.87068515854108,4.52849486902851,9.14942508560748,13.2075861035303,19.073672274442,21.022747248827,28.1783801797929,30.88,33.83,39.22,40.65,45.69,48.56,51.04,54.5510018796392,58.3279517340924,60.87254007,67.47128452,70.4342825404361,..
Brazil,BRA,"International tourism, number of arrivals",ST.INT.ARVL,5313000,4773000,3785000,4133000,4794000,5358000,5017000,5026000,5050000,4802000,5161000,5433000,5677000,5813000,6430000,6306000,6547000,6589000,6621000,..
Brazil,BRA,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,711280000,26930000,207460000,48200000,255330000,3164000,382600000,140570000,828400000,14800000,230400000,127500000,4572800000,2947100000,1786800000,1726700000,222700000,218600000,1400000,313980000
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.116,70.462,70.813,71.17,71.531,71.896,72.26,72.618,72.966,73.3,73.619,73.921,74.209,74.483,74.745,74.994,75.23,75.456,75.672,..
Brazil,BRA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,3.7709,2.9897,3.377,3.6596,3.7286,3.7654,3.7603,6.5112,6.4453,..,7.3497,..,..,7.5635,8.788,9.1081,9.351,9.737,10.119,..
Brazil,BRA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.9381653471239,29.4417955831003,28.9200881241982,28.3909097780429,27.8703085463604,27.3617217370003,26.8292870098042,26.3243456493708,25.8318874595466,25.3330247198015,24.8233604163553,24.3148327067938,23.8194718068812,23.3356033423521,22.8674911148684,22.4208223092157,22.0495231024737,21.6838368026363,21.3340719108545,..
Brazil,BRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.24919683776575,5.38706578646497,5.53962815126331,5.69961551900391,5.85634317956442,6.00548002941839,6.1652000892227,6.31728607501325,6.47038513628381,6.63596406615359,6.82080939327503,7.03089720950968,7.25282598164974,7.48907240015903,7.74188919449744,8.01304360016565,8.30168730572689,8.60549199443827,8.92283783244003,..
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,20.9125882074241,21.2004170784409,21.4805590717552,21.7523571033747,22.0152427453955,22.2689621135803,22.5130658256502,22.7479371008382,22.9752507136755,23.1973271565205,23.4159316546504,23.6313981340346,23.8434981945744,24.0527082580574,24.2594327206771,24.4637884744692,24.6661407920901,24.8660384966033,25.0617162430876,..
Brazil,BRA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,38.5698134118853,38.6409434377133,38.7094018008046,38.8004854274573,38.9154407012436,39.0518085912507,39.2123429740916,39.395468615197,39.5993853305343,39.8166838922077,40.0467208122725,40.2520560841361,40.4659206174387,40.6884097712636,40.9211972742562,41.1632903709069,41.414893545089,41.6743292385348,41.9461931451321,..
Brazil,BRA,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,15191,15901,15877,15648,15807,..,..
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,18.808,18.447,18.12,17.797,17.479,17.166,16.857,16.552,16.251,15.956,15.665,15.369,15.077,14.791,14.508,14.23,13.958,13.691,13.431,..
Brazil,BRA,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,25.2,..,..,..,..,20.8,..,..,..,..,17.2,16.7,16,15.5,14.9,14.3,13.9,..,..,..
Brazil,BRA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,..
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.192,81.553,81.88,82.203,82.521,82.834,83.143,83.448,83.749,84.044,84.335,84.631,84.923,85.209,85.492,85.77,86.042,86.309,86.569,..
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.9071044921875,97.2181396484375,97.5149002075195,97.7929000854492,98.0476760864258,98.2774353027344,98.491081237793,98.7002105712891,98.9163970947266,99.1512222290039,99.7,99.874382019043,99.9748764038086,100,100,100,100,100,100,..
China,CHN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,55.3453449884928,..,..,..,..,..,..
China,CHN,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3376689422997,..,..,..,..,..,..
China,CHN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,791.716243448286,866.249016867948,949.811353616456,1060.44899346174,1213.13605731962,1388.43872822603,1642.55606626189,2074.91859738758,2579.1360220471,2910.97290894553,3362.86260523922,4002.0083637666,4591.28307105522,5139.66370597146,5696.1393664878,6029.70689216402,6085.84126366135,6557.28392002302,7547.92476964329,..
China,CHN,"Air transport, passengers carried",IS.AIR.PSGR,61891807,72660653,83671798,86040642,119789024,136721623,158013351,183613132,191001220,229062099,266293020,292160158,318475924,352795296,390878784,436183969,487960477,551234509,611439830,..
China,CHN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,645,..,..,..,..,645,..,..,..,..,645,..,645,..,..,..,..,..
China,CHN,"Children out of school, primary",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,1.033,0.084,..,0.668,0.676,0.698,0.725,0.702,0.703,0.83,0.81,0.831,..,..,..,..,..,..,..,..
China,CHN,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,0,..,..,..,..,..,..,4,..,..,..,..,..,62,..,..,..,..
